,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
276,0.0,0.68,0.0,0.02,0.0,0.02,0.02,0.02,0.01,0.056666666666666664,0.01
277,0.01,0.0,0.054000000000000006,0.02,0.1225,0.02,0.05,0.0,0.05,0.075,0.01
278,0.01,0.04,0.0975,0.0,0.045,0.08,0.04,0.01,0.06,0.05,0.01
279,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
280,0.06,0.04166666666666667,0.12,0.0,0.01,0.0,0.013333333333333332,0.02,0.125,0.098,0.03
281,0.02,0.02,0.045,0.0,0.0,0.03,0.07,0.01,0.135,0.2001388888888889,0.01
282,0.0,0.04,0.05,0.03,0.0325,0.06,0.0,0.0,0.06,0.39,0.03
283,0.0,0.0,0.1,0.0,0.01,0.0,0.01,0.01,0.09,0.01,0.0
284,0.0,0.006666666666666666,0.04666666666666666,0.01,0.02,0.0,0.035,0.07,0.04833333333333334,0.15333333333333332,0.02
285,0.0,0.0,0.05,0.0,0.0,0.0025,0.48,0.0,0.43,0.03,0.0
286,0.0,0.021666666666666664,0.025,0.0,0.01,0.0,0.0,0.0,0.12,0.08,0.0
287,0.02,0.127,0.12816666666666665,0.01,0.03666666666666667,0.02,0.105,0.01,0.06,0.15,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.0
289,0.0,0.12,0.177,0.0,0.0,0.0,0.019333333333333334,0.03,0.01,0.095,0.2343333333333333
290,0.0,0.016666666666666666,0.02,0.0,0.01,0.01,0.215,0.0,0.2,0.14,0.0
291,0.03,0.05,0.08,0.0,0.08333333333333334,0.0175,0.03,0.02,0.05,0.05,0.03
292,0.01,0.0075,0.06,0.01,0.06,0.0,0.02,0.02,0.11,0.12,0.0
293,0.0,0.0,0.02,0.0,0.0,0.01,0.06,0.0,0.03,0.32,0.0
294,0.02,0.02,0.05333333333333333,0.0,0.0,0.0,0.105,0.01,0.05,0.125,0.0
295,0.08,0.0875,0.115,0.0,0.02,0.01,0.01,0.02,0.08166666666666668,0.13,0.03
296,0.93,0.006666666666666666,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.02,0.0
297,0.02,0.044444444444444446,0.03,0.0,0.03,0.0,0.065,0.01,0.05,0.11,0.0
298,0.0,0.01,0.042,0.0,0.02,0.01,0.01,0.0,0.13,0.08,0.0
299,0.0,0.0,0.04,0.02,0.09,0.0,0.02,0.0,0.01,0.095,0.01
300,0.03,0.02,0.04333333333333334,0.01,0.0,0.02,0.03,0.02,0.02,0.09866666666666665,0.01
301,0.0,0.01,0.11,0.0,0.0,0.0,0.08,0.0,0.14,0.01,0.0
302,0.0,0.015,0.07,0.01,0.0,0.01,0.06,0.0,0.03333333333333333,0.11,0.0
303,0.0,0.005,0.02,0.0,0.0,0.0,0.2,0.02,0.18,0.02,0.0
304,0.0,0.02,0.05,0.0,0.01,0.01,0.016666666666666666,0.01,0.03,0.53,0.0
305,0.01,0.01,0.05,0.0,0.02,0.01,0.02,0.0,0.121,0.20600000000000002,0.01
306,0.0,0.3,0.11,0.0,0.07,0.0,0.01,0.0,0.25,0.535,0.0
307,0.0,0.0,0.01,0.0,0.0,0.0,0.10333333333333332,0.0,0.2,0.01,0.003333333333333333
308,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.115,0.0
309,0.0,0.075,0.02,0.0,0.026666666666666665,0.02,0.02,0.01,0.045,0.07833333333333334,0.0125
310,0.08,0.07833333333333334,0.1385,0.0,0.04,0.02,0.0775,0.016,0.04433333333333333,0.09833333333333334,0.013333333333333332
311,0.01,0.252,0.145,0.0,0.01,0.01,0.06,0.0,0.31,0.57,0.02
312,0.01,0.06,0.1825,0.0,0.015,0.01,0.02,0.0,0.02,0.09666666666666666,0.0
313,0.0,0.0,0.0,0.0,0.12,0.02,0.08,0.0,0.05,0.28,0.0
314,0.0,0.0,0.03,0.0,0.01,0.05,0.08,0.0,0.06,0.02,0.0
315,0.0,0.0,0.03,0.0,0.03,0.0,0.02,0.0,0.07,0.02,0.02
316,0.0,0.01,0.002,0.0,0.035,0.03,0.02,0.01,0.02,0.30833333333333335,0.01
317,0.01,0.37547619047619046,0.5914999999999999,0.01,0.0,0.01,0.02,0.01,0.02,0.095,0.0
318,0.0,0.0,0.01,0.0,0.0,0.003333333333333333,0.01,0.08,0.262002886002886,0.02,0.0
319,0.0,0.04,0.03,0.0,0.01,0.0,0.0,0.0,0.05,0.03,0.0
320,0.01,0.02,0.0,0.01,0.0,0.0,0.02,0.01,0.03,0.18666666666666668,0.0
321,0.01,0.05,0.04,0.0,0.0,0.01,0.02,0.01,0.13,0.16,0.0
322,0.0,0.0125,0.02333333333333333,0.0,0.01,0.03,0.02,0.08,0.05333333333333333,0.07,0.0
323,0.0,0.0,0.54,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.04,0.01,0.0,0.03,0.0,0.09,0.0,0.24,0.02,0.0
325,0.09,0.1075,0.2075,0.01,0.044000000000000004,0.01,0.08,0.025,0.13666666666666666,0.13333333333333333,0.016666666666666666
326,0.0,0.04,0.1,0.0,0.03,0.0,0.035,0.0,0.05,0.05,0.0
327,0.01,0.03,0.18783333333333335,0.0,0.0,0.0,0.02,0.0,0.05,0.1175,0.02
328,0.04,0.04661904761904762,0.016,0.0,0.01,0.0,0.03,0.0,0.04,0.09,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0,0.10333333333333332,0.0,0.18,0.01,0.0
330,0.79,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.036000000000000004,0.0
331,0.07,0.03333333333333333,0.0425,0.01,0.0,0.0,0.03,0.0,0.19666666666666668,0.02,0.0
332,0.0,0.028333333333333335,0.15266666666666664,0.0,0.04,0.0,0.03,0.01,0.03,0.6590567765567766,0.0
333,0.0,0.0,0.255,0.0,0.0,0.74,0.006,0.01,0.0,0.02,0.0
334,0.05,0.051666666666666666,0.10666666666666666,0.0,0.04,0.02,0.09333333333333332,0.01,0.07,0.1991666666666667,0.04
335,0.02,0.215,0.31183333333333335,0.0,0.03666666666666667,0.0,0.0925,0.0,0.05,0.071,0.1925
336,0.01,0.04,0.03,0.0,0.05,0.0,0.04,0.0,0.0525,0.12,0.02
337,0.0,0.015,0.03,0.0,0.01,0.0,0.65,0.0,0.79,0.03,0.01
338,0.0,0.05,0.1,0.0,0.01,0.0,0.04,0.07,0.02,0.23,0.0
339,0.0,0.395,0.5458333333333333,0.0,0.0,0.01,0.0,0.0,0.0,0.006666666666666666,0.02
340,0.02,0.04,0.05,0.0,0.02,0.01,0.06,0.02,0.04,0.11,0.01
341,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.48083333333333333,0.0,0.0
342,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
343,0.0,0.08333333333333334,0.055,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0
344,0.0,0.0,0.01,0.0,0.01,0.0,0.06,0.0,0.33,0.02,0.02
345,0.03,0.04066666666666666,0.13,0.01,0.0,0.035,0.04,0.05333333333333334,0.08,0.2,0.0
346,0.02,0.01,0.056060606060606054,0.02,0.01,0.0,0.03,0.013333333333333332,0.05,0.3278333333333333,0.02
347,0.02,0.04166666666666666,0.0275,0.0,0.01,0.0,0.01,0.0,0.0,0.515,0.01
348,0.18,0.05,0.0475,0.01,0.0,0.0,0.01,0.0,0.05,0.10800000000000001,0.01
349,0.6,0.01,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.02
350,0.01,0.0,0.02,0.04,0.03,0.0,0.06,0.0,0.13,0.02,0.0
351,0.01,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.47,0.05,0.0
352,0.02,0.03,0.0625,0.02,0.01,0.01,0.02,0.01,0.07,0.2,0.0375
353,0.0,0.002,0.01,0.0,0.02,0.03,0.01,0.02,0.02,0.22,0.0
354,0.0,0.02,0.01,0.01,0.0,0.0,0.17,0.0,0.21,0.06,0.01
355,0.0,0.03,0.10333333333333333,0.0,0.0,0.01,0.03,0.01,0.06333333333333334,0.546,0.01
356,0.0,0.01,0.09833333333333333,0.0,0.08833333333333332,0.01,0.09,0.0,0.03,0.10333333333333333,0.01
357,0.0,0.0,0.015,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.01
358,0.0,0.01,0.17,0.0,0.04,0.0,0.06,0.0,0.08,0.205,0.0
359,0.01,0.04,0.04,0.0,0.04,0.0,0.098,0.02,0.126,0.07,0.0
360,0.01,0.01,0.02,0.0,0.02,0.01,0.0,0.0,0.025,0.44,0.01
361,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.12,0.04,0.0
362,0.51,0.02,0.0725,0.01,0.0,0.0,0.04,0.01,0.02,0.065,0.04
363,0.0,0.0,0.01,0.0,0.01,0.0,0.04,0.03,0.03,0.04,0.01
364,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.06,0.04,0.01
365,0.0,0.05,0.05,0.01,0.0225,0.003333333333333333,0.065,0.0,0.1,0.11333333333333334,0.02
366,0.56,0.06833333333333334,0.062,0.02,0.01,0.0,0.01,0.04,0.035,0.11,0.01
367,0.04,0.07,0.07666666666666666,0.01,0.03,0.01,0.07,0.07333333333333333,0.14,0.25,0.09
368,0.03,0.0,0.0725,0.0,0.02,0.0,0.066,0.0,0.04,0.27166666666666667,0.0
369,0.03,0.06,0.08666666666666668,0.0,0.03,0.0,0.05,0.02,0.07666666666666667,0.12,0.01
370,0.03,0.042666666666666665,0.11666666666666668,0.01,0.055,0.01,0.07,0.02,0.10916666666666666,0.09,0.013333333333333332
371,0.0,0.03,0.2522857142857143,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.2770238095238095,0.0
372,0.01,0.03,0.086,0.0,0.03,0.009166666666666667,0.07166666666666667,0.01,0.3775,0.09666666666666666,0.01
373,0.01,0.06,0.12,0.02,0.02,0.025,0.04,0.02,0.12066666666666666,0.15833333333333333,0.04
374,0.0,0.0,0.06,0.0,0.0,0.003333333333333333,0.33,0.0,0.555,0.01,0.0
375,0.01,0.01,0.019333333333333334,0.0,0.0,0.01,0.06,0.0,0.15333333333333332,0.02,0.01
376,0.01,0.03,0.065,0.09,0.01,0.0,0.04,0.01,0.005,0.02333333333333333,0.02
377,0.03,0.05,0.0892857142857143,0.03,0.0325,0.01,0.02,0.03,0.03,0.136,0.03
378,0.0,0.02,0.003333333333333333,0.0,0.01,0.03,0.07,0.01,0.196,0.025,0.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
380,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0
381,0.01,0.09763888888888889,0.03428571428571428,0.0,0.01,0.05,0.065,0.02,0.03,0.158,0.01
382,0.0,0.03333333333333333,0.08428571428571428,0.01,0.02,0.01,0.03,0.0,0.06,0.2,0.0
383,0.0,0.0,0.03,0.0,0.0,0.0,0.16,0.0,0.08,0.1,0.0
384,0.02,0.02,0.0,0.09,0.01,0.0,0.05,0.0,0.1,0.115,0.01
385,0.52,0.026666666666666665,0.06,0.0,0.012857142857142855,0.02,0.0,0.01,0.02,0.07,0.02
386,0.09,0.063,0.12466666666666666,0.0,0.03166666666666666,0.05,0.08833333333333332,0.02,0.11416666666666668,0.11166666666666668,0.095
387,0.01,0.03,0.18933333333333333,0.0,0.04,0.026666666666666665,0.045,0.0,0.05,0.4893333333333334,0.04
388,0.0,0.04666666666666666,0.055,0.0,0.0,0.01,0.17,0.0,0.04,0.06,0.0
389,0.04,0.04,0.09083333333333334,0.01,0.025,0.04,0.01,0.04,0.04,0.09333333333333334,0.005
390,0.9,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.035,0.02,0.0
391,0.0,0.0,0.4651666666666667,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0
392,0.01,0.01,0.02,0.0,0.01,0.02,0.04,0.0,0.11,0.04,0.0
393,0.0,0.02,0.06,0.0,0.0,0.0,0.07,0.0,0.04,0.0325,0.0
394,0.0,0.01,0.01,0.0,0.0,0.0,0.08,0.0,0.9,0.02,0.0
395,0.12,0.03,0.07,0.03,0.03,0.01,0.03,0.0,0.17,0.14,0.0025
396,0.0,0.056666666666666664,0.08,0.01,0.02,0.0,0.04,0.0,0.1,0.24999999999999997,0.04
397,0.01,0.0,0.04,0.03,0.01,0.003333333333333333,0.04,0.0,0.05,0.195,0.01
398,0.0,0.025,0.01,0.0,0.0,0.0,0.16,0.0,0.17,0.06,0.01
399,0.03,0.0,0.04,0.0,0.03,0.0,0.14666666666666667,0.0,0.18,0.08,0.0
400,0.0,0.03,0.26776190476190476,0.01,0.03,0.0,0.023333333333333334,0.0,0.03,0.3524999999999999,0.02
401,0.0,0.02,0.026666666666666665,0.0,0.0,0.01,0.04166666666666666,0.0,0.07666666666666667,0.06,0.01
402,0.0,0.011000000000000001,0.01,0.01,0.0,0.0,0.14,0.01,0.1,0.02,0.0
403,0.0,0.03,0.07,0.0,0.016666666666666666,0.01,0.05,0.04,0.085,0.14333333333333334,0.03
404,0.01,0.03,0.02,0.0,0.01,0.0,0.04,0.03,0.04,0.05,0.01
405,0.04,0.07,0.1175,0.0,0.01,0.01,0.04,0.02,0.06,0.075,0.005
406,0.0,0.5133333333333333,0.9633333333333333,0.0,0.0,0.01,0.01,0.0,0.0,0.006666666666666666,0.02
407,0.0,0.03,0.01,0.0,0.01,0.03,0.04,0.01,0.07,0.04,0.0
408,0.01,0.05,0.07,0.01,0.09,0.06,0.12,0.02,0.08,0.05333333333333333,0.12
409,0.78,0.01,0.025,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01
410,0.0,0.01,0.05,0.0,0.01,0.02,0.01,0.01,0.04,0.2991666666666667,0.0
411,0.01,0.04,0.038,0.0,0.01,0.0,0.05,0.0,0.08,0.14,0.03
412,0.0,0.02,0.025,0.0,0.02,0.0,0.2625,0.0,0.41,0.05,0.0
413,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.31,0.02,0.01
414,0.87,0.0,0.03,0.02,0.01,0.0,0.02,0.0,0.025,0.03,0.01
415,0.0,0.0,0.01,0.0,0.0,0.02,0.13,0.0,0.62,0.0,0.0
416,0.01,0.01,0.048,0.0,0.01,0.0,0.08,0.0,0.25,0.11733333333333335,0.02
417,0.02,0.046,0.06222222222222222,0.0,0.03,0.0,0.04666666666666666,0.0,0.07,0.17,0.01
418,0.0,0.01,0.13266666666666665,0.0,0.07483333333333334,0.0,0.01,0.0,0.0,0.09133333333333332,0.0
419,0.0,0.0,0.01,0.0,0.0,0.02,0.02,0.03,0.02,0.01,0.0
420,0.03,0.05,0.0825,0.0,0.02,0.01,0.03,0.02,0.11,0.1407142857142857,0.0
421,0.83,0.02,0.04,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.0
422,0.07,0.013333333333333332,0.04,0.03,0.0,0.02,0.019333333333333334,0.0,0.02,0.03,0.0
423,0.05,0.03,0.05,0.01,0.04,0.0,0.01,0.03,0.02,0.036000000000000004,0.0
424,0.0,0.018333333333333333,0.03,0.0,0.07550000000000001,0.0,0.01,0.0,0.03,0.02,0.0
425,0.0,0.05333333333333334,0.02,0.0,0.0,0.02,0.03,0.01,0.06,0.15333333333333335,0.01
426,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.0
427,0.0,0.125,0.3066666666666667,0.0,0.025,0.0,0.045,0.0,0.02,0.07916666666666666,0.026666666666666665
428,0.89,0.03,0.02,0.0,0.0,0.0,0.0,0.01,0.013333333333333332,0.01,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.01,0.0
430,0.0,0.02,0.03,0.0,0.01,0.0,0.02,0.0,0.07666666666666667,0.1,0.01
431,0.03,0.02,0.0455,0.01,0.01,0.005,0.01,0.01,0.06,0.06,0.0
432,0.01,0.01,0.045,0.01,0.01,0.0,0.01,0.0,0.02,0.26,0.0
433,0.01,0.0,0.02,0.0,0.01,0.06,0.0,0.0,0.03,0.03,0.0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.0,0.0
435,0.0,0.05,0.06,0.0,0.06,0.02,0.06,0.0,0.05,0.03,0.01
436,0.01,0.04,0.01,0.01,0.03,0.0,0.18,0.0,0.2,0.05,0.01
437,0.94,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01
438,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.03,0.17,0.07,0.0
439,0.01,0.02,0.05,0.0,0.01,0.0,0.11,0.01,0.09,0.08,0.01
440,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0725,0.19,0.0
441,0.0,0.10066666666666667,0.07833333333333332,0.01,0.03,0.0,0.04,0.0,0.1,0.1,0.0
442,0.0,0.01,0.018000000000000002,0.0,0.0,0.03,0.05,0.0,0.47,0.02,0.0
443,0.0,0.0,0.03,0.0,0.0,0.0,0.12,0.0,0.01,0.02,0.0
444,0.0,0.03,0.026666666666666665,0.0,0.0,0.0,0.01,0.01,0.07,0.53,0.0
445,0.01,0.05333333333333333,0.03,0.0,0.0,0.0,0.3,0.0,0.38,0.13,0.01
446,0.0,0.03,0.045,0.0,0.01,0.0,0.07,0.0,0.092,0.245,0.0
447,0.05,0.01,0.09366666666666665,0.0,0.02,0.025,0.09416666666666666,0.0175,0.025,0.0725,0.026666666666666665
448,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.0,0.035,0.0,0.0
449,0.0,0.05,0.02,0.0,0.01,0.03,0.02,0.0,0.09,0.04,0.0
450,0.0,0.0575,0.08,0.02,0.0,0.01,0.07,0.0,0.04,0.04,0.038285714285714284
451,0.01,0.05333333333333334,0.04,0.02,0.02,0.0,0.2,0.0,0.33,0.05,0.0
452,0.04,0.03833333333333333,0.085,0.0,0.02,0.01,0.04,0.05,0.06,0.08833333333333332,0.02
453,0.0,0.0,0.0475,0.0,0.03,0.0,0.03,0.0,0.04416666666666667,0.01,0.0
454,0.01,0.05,0.09699999999999999,0.01,0.06,0.01,0.04,0.03,0.03,0.205,0.01
455,0.0,0.016666666666666666,0.24866666666666667,0.0,0.0,0.0,0.015,0.0,0.1743333333333333,0.6928333333333333,0.021666666666666664
456,0.0,0.01,0.0,0.03,0.0,0.0,0.04,0.0,0.06,0.0,0.0
457,0.02,0.013999999999999999,0.07,0.01,0.02,0.0,0.05,0.0,0.115,0.15,0.0
458,0.05,0.035,0.0875,0.0,0.0325,0.0,0.04,0.0,0.14,0.13,0.0
459,0.0,0.0,0.0,0.0,0.01,0.02,0.61,0.0,0.69,0.06,0.01
460,0.02,0.01,0.055,0.01,0.02,0.0125,0.02,0.0,0.07,0.09,0.0
461,0.0,0.1096904761904762,0.07866666666666668,0.04,0.03,0.01,0.01,0.03,0.035,0.04,0.0
462,0.07,0.04,0.06333333333333332,0.0,0.03,0.02,0.02,0.03,0.05,0.23,0.02
463,0.0,0.0,0.0475,0.0,0.03,0.0,0.03,0.0,0.04416666666666667,0.01,0.0
464,0.0,0.01,0.03,0.03,0.0,0.0,0.12,0.0,0.09,0.09,0.0
465,0.0,0.01,0.06166666666666666,0.0,0.01,0.0,0.03,0.01,0.2142857142857143,0.01,0.01
466,0.02,0.01,0.06,0.0,0.01,0.01,0.0,0.0,0.01,0.09,0.01
467,0.9,0.0,0.0,0.0,0.03,0.0,0.017333333333333333,0.01,0.015,0.07,0.01
468,0.02,0.04,0.04,0.04,0.01,0.01,0.17,0.03,0.125,0.0225,0.02
469,0.01,0.04333333333333333,0.10042857142857142,0.0,0.01,0.0,0.03,0.0,0.03333333333333333,0.52,0.0
470,0.0,0.06,0.02,0.0,0.0,0.0,0.01,0.0,0.06,0.37,0.0
471,0.07,0.111,0.14566666666666667,0.0,0.02333333333333333,0.01,0.25016666666666665,0.02,0.2516666666666667,0.12,0.035
472,0.0,0.01,0.03333333333333333,0.0,0.0,0.0,0.095,0.0,0.21,0.15,0.0
473,0.92,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0
474,0.02,0.04333333333333334,0.12833333333333333,0.04,0.0,0.01,0.03,0.02,0.11,0.04,0.066
475,0.01,0.01,0.18916666666666668,0.0,0.04,0.01,0.0,0.0,0.14600000000000002,0.6756666666666666,0.0
476,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.03,0.08,0.12,0.0
477,0.02,0.05083333333333333,0.05666666666666667,0.0,0.0,0.01,0.02,0.01,0.02,0.1,0.02
478,0.02,0.01,0.06833333333333333,0.0,0.01,0.0,0.065,0.0,0.106,0.07,0.03
479,0.0,0.065,0.105,0.0,0.01,0.0,0.04,0.01,0.03,0.095,0.03
480,0.01,0.0,0.01,0.04,0.03,0.0,0.08,0.0,0.17,0.02,0.0
481,0.04,0.06,0.02,0.0,0.01,0.0,0.08,0.01,0.18,0.13,0.0
482,0.01,0.0125,0.04,0.0,0.0,0.03333333333333333,0.01,0.03,0.04,0.07833333333333332,0.01
483,0.0,0.01,0.11,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
484,0.0,0.0,0.0175,0.0,0.0,0.1,0.01,0.01,0.07,0.03666666666666667,0.0
485,0.01,0.02166666666666667,0.04,0.05,0.02,0.0,0.08,0.01,0.09333333333333334,0.04,0.01
486,0.03,0.05,0.05,0.0,0.01,0.0,0.02,0.03,0.02,0.24333333333333332,0.0
487,0.0,0.02583333333333333,0.10333333333333333,0.0,0.05,0.0,0.11785714285714284,0.01,0.06,0.10333333333333333,0.004
488,0.94,0.0014285714285714286,0.03,0.0,0.02,0.0,0.031,0.0,0.03,0.02,0.0
489,0.01,0.03,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.08,0.0
490,0.0,0.06,0.06666666666666667,0.01,0.01,0.0,0.08833333333333332,0.0,0.03,0.05333333333333333,0.0
491,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.01,0.33,0.06,0.0
492,0.0,0.04,0.05,0.0,0.03,0.0,0.0,0.0,0.04,0.1,0.0
493,0.01,0.01,0.053,0.01,0.02,0.0,0.01,0.0,0.03,0.6066666666666667,0.02
494,0.05,0.031,0.0375,0.03,0.06,0.0225,0.06,0.06,0.1,0.10333333333333332,0.01
495,0.0,0.0125,0.02333333333333333,0.0,0.01,0.03,0.02,0.08,0.05333333333333333,0.07,0.0
496,0.78,0.03,0.0425,0.01,0.01,0.016666666666666666,0.02,0.0,0.059000000000000004,0.085,0.0
497,0.0,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.055,0.0
498,0.0,0.0,0.28,0.0,0.06,0.01,0.01,0.03,0.11,0.33,0.01
499,0.03,0.05,0.06,0.0,0.0,0.0,0.01,0.01,0.04,0.07,0.012857142857142855
500,0.0,0.01,0.04,0.0,0.0,0.0,0.02,0.0,0.05,0.16,0.0
501,0.0,0.03,0.03,0.0,0.01,0.03,0.02,0.04,0.086,0.1075,0.01
502,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.08,0.0
504,0.0,0.03,0.02,0.01,0.0,0.02,0.02,0.0,0.076,0.04,0.01
505,0.02,0.19,0.085,0.02,0.01,0.01,0.1,0.0,0.095,0.09333333333333334,0.0
506,0.01,0.1175,0.26983333333333337,0.0,0.04533333333333333,0.0,0.06166666666666666,0.0,0.02,0.06416666666666666,0.015
507,0.97,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
508,0.0,0.04,0.0365,0.0,0.03,0.02,0.07,0.03,0.132,0.13,0.003333333333333333
509,0.0,0.01,0.03,0.0,0.01,0.01,0.02,0.0,0.03,0.14,0.01
510,0.0,0.02,0.01,0.0,0.0,0.01,0.03,0.03,0.19,0.38,0.0
511,0.0,0.06833333333333333,0.065,0.01,0.0,0.0,0.06,0.0,0.12,0.06,0.0
512,0.0,0.0,0.0,0.0,0.04,0.09,0.05,0.03,0.25,0.04,0.0
513,0.01,0.035,0.10666666666666667,0.0,0.0,0.01,0.04,0.01,0.08833333333333332,0.1075,0.01
514,0.0,0.01,0.04,0.0,0.0525,0.0,0.03,0.01,0.04,0.02,0.03
515,0.02,0.4134999999999999,0.5056666666666666,0.0,0.01,0.005,0.025,0.01,0.03,0.04,0.01
516,0.0,0.07,0.03,0.0,0.0,0.02,0.07,0.01,0.01,0.25,0.0
517,0.02,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.42,0.0
518,0.02,0.02,0.06,0.0,0.01,0.01,0.03,0.01,0.05,0.0725,0.02
519,0.0,0.0,0.04,0.01,0.01,0.0,0.07,0.0,0.09,0.06916666666666667,0.0
520,0.01,0.029333333333333336,0.03,0.14,0.05,0.0,0.03,0.0,0.01,0.03,0.01
521,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01
522,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07083333333333333,0.0,0.0
523,0.82,0.0375,0.06666666666666667,0.0,0.01,0.0,0.01,0.0,0.04,0.04,0.01
524,0.0,0.01,0.03,0.0,0.01,0.01,0.27,0.0,0.11,0.02,0.01
525,0.0,0.026666666666666665,0.10466666666666664,0.0,0.01,0.01,0.085,0.02,0.14,0.08,0.025
526,0.01,0.03,0.11,0.0,0.0,0.0,0.02,0.01,0.04,0.05,0.003333333333333333
527,0.02,0.035,0.13,0.01,0.0225,0.03,0.09,0.04,0.16,0.09,0.12
528,0.04,0.025,0.0025,0.0,0.01,0.0,0.03,0.0,0.14,0.28,0.0
529,0.08,0.02,0.075,0.02,0.0,0.0,0.0,0.01,0.04,0.16333333333333336,0.005
530,0.01,0.0,0.0425,0.01,0.01,0.01,0.34,0.0,0.166,0.04666666666666666,0.0
531,0.86,0.02,0.02,0.01,0.003333333333333333,0.0,0.01,0.0,0.01,0.02,0.0
532,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.38,0.03,0.0
533,0.0,0.0,0.0,0.02,0.01,0.01,0.03,0.02,0.08675,0.11,0.01
534,0.03,0.03,0.0,0.0,0.03,0.0,0.08,0.0,0.14,0.03,0.03
535,0.0,0.01,0.01,0.0,0.01,0.01,0.13,0.0,0.11,0.1,0.0
536,0.61,0.01,0.032,0.0,0.03,0.02,0.03,0.0,0.04,0.0,0.0
537,0.01,0.02,0.04,0.0,0.03,0.0,0.0,0.0,0.09,0.1,0.01
538,0.0,0.02428571428571429,0.07333333333333333,0.01,0.01,0.01,0.08333333333333334,0.01,0.0,0.07666666666666666,0.0
539,0.0,0.03,0.09,0.01,0.01,0.0,0.02,0.0,0.06,0.7066666666666667,0.01
540,0.0,0.0,0.01,0.0,0.03,0.01,0.04,0.0,0.04,0.02,0.0
541,0.0,0.05,0.04,0.02,0.02,0.0,0.02,0.03,0.02,0.09,0.0
542,0.0,0.055,0.1746666666666667,0.0,0.07483333333333332,0.04,0.05,0.01,0.04,0.13,0.01
543,0.0,0.01,0.05,0.0,0.0,0.0,0.005,0.0,0.02,0.09266666666666666,0.2787619047619048
544,0.01,0.0,0.17333333333333337,0.0,0.0,0.01,0.0,0.0,0.01,0.7133333333333334,0.0
545,0.01,0.035,0.2,0.0,0.24,0.0,0.07,0.0,0.08,0.4133333333333333,0.0
546,0.0,0.055,0.04,0.01,0.02,0.0,0.08,0.0,0.02,0.0,0.0
547,0.0,0.07916666666666666,0.14833333333333334,0.0,0.085,0.0,0.27166666666666667,0.01,0.05,0.11999999999999998,0.025333333333333333
548,0.01,0.03,0.04,0.0,0.0,0.0,0.05,0.0,0.19416666666666668,0.25666666666666665,0.0
